text,label
"barang ok,udah di coba dan berfungsi dengan baik.",positif
barang berkualitas harga bersahabat packing rapi pengiriman cepat recomended,positif
pengiriman super cepet. barang jg berfungsi maka ,positif
mantap barang cepat sampai mudah mudahan awet,positif
"pengiriman cepat, barang sesuai dengan yang dipesan. thank you",positif
"barang sudah diterima, thank u gan",positif
barang sesuai deskripsi,positif
pengiriman sesuai dengan chat dan sangat cepat. melakukan pembungkusan paket sekitar 7-10mnt kemudian sudah siap diantarkan grab ke lokasi tujuan. mantap abis,positif
"respon cepat, kwalitas bagus, pengiriman cepat,harga murah,senang belanja di agan",positif
respon baik . packing rapi . barang sesuai,positif
"respon cepet,pengiriman barang langsung.",positif
"terima kasih,.",positif
udah 2 x beli disini dan gak pernah kecewa . maka ,positif
pengiriman oke. packing kurang. produk berkerja sangat bagus. semoga sukses,positif
"barang sesuai, respon cepat dan komunikatif",positif
recomended penjual. ditungu dagangan lainya gan,positif
sudah terima dengan baik.sementara di test,positif
sip.,positif
barang bagus berfungsi sesuai deskripsi. recomended penjual!,positif
produk sesuai.murah tapi kualitas.god,positif
mantap ganmnmn,positif
"maka gan, barang diterima dengan baik.",positif
god barang oke dipakai sampai hari ini,positif
"produknya oke, pengiriman tapit waktu, recomended",positif
produk sudah diterima dengan baik.,positif
"respon penjual cpt.,packing mantap",positif
"pengiriman cepat, bekerja dengan baik. cuma ternyata saya salah beli, karena switcher ini tidak bisa terima input dari modem internet/input wan. harusnya pake router.",positif
"barang sesuai dekripsi , recomended penjual",positif
udah sampai . terima ka ya,positif
bagus pengiriman cepat,positif
barang bagus dan sesuai ulasan,positif
berfungsi dengan baik dan bijaks,positif
"mantap, respon penjual cepet barang ok",positif
terima kasih barang sudah diterima,positif
pengiriman cepat barang sesuai deskripsi,positif
sesuai gambar dan tepat waktu pengiriman nya,positif
"respon cepat, pengiriman sesuai jadwal . top lah",positif
bagus sudah di pakai dan normal,positif
mantap,positif
produk sesuai deskripsi. respon lapak sangat cepat,positif
"pengiriman cepat, packing rapi",positif
"wel done, barang bagus pelayanan bagus. terima ka ",positif
"pengiriman cepat, barang diterima baik packing baik",positif
"unit sudah sampai, respon penjual cepat dan tidak mengecewakan",positif
terima ka gan. barang sudah di terima.,positif
produk sesuai pengiriman cepat,positif
"barang sesuai keterangan.respon aj oke,. order jam 10, jam 3an dah sampe, paling ok .mantap",positif
"barang sudah sampai, pengiriman cepat banget, terimaka ",positif
sangat cepat dan akurat. mantap!,positif
"produk ok, mudah dipergunakan tingal plug n play dan berfungsi dengan baik. packing ok. recomended penjual.",positif
produk bagus packing rapih,positif
respon penjual sgt cepat dan barang sesuai dg deskripsi. sip,positif
"produk sesuai gambar, packingnya rapih dan respon cepat",positif
"barang cepat sampai, dan susai",positif
"barang oke, pengiriman cepat. recomended penjual ",positif
"mantap boskuh,luar biasa",positif
barang sudah diterima dg baik.,positif
"barang sesuai dengan pesanan, pelayanan memuaskan, moga-moga awet barangnya, terima ka .",positif
pengiriman cepat. terima kasih ya gan.,positif
"ok produk orisinil dan bekerja dengan baik, tq",positif
barang sudah di terima. cepat sampe. penjual responsive. terima kasihs!,positif
terima ka gan.,positif
terimaka .,positif
"bagus, pengiriman cepat",positif
god,positif
cukup cepat pengiriman nya thank next order,netral
bagus dan harga ok. ada 5 port lubang. cocok utk prsh kecil,positif
barang terima baik dan fast respon. recomended,positif
proses order super cepat dibawah 1 jam barang sudah diterima tq,positif
barang sesuai spesifikasinya. deliverynya juga cepet. semoga awet,positif
barng sesuai pesanan.mungkin habis libur lebaran jadi agak lama pihak jne mengirimnya.terima ka ,positif
"respon cepat, barang sesuai keterangan.mantap",positif
pengiriman cepat sampai,positif
gshshsjdkdkdjdjdjdj,netral
paket sudah sampai dan tingal di pasang,positif
barang oke pengiriman cepat,positif
"barang bagus, packing rapi, dan pengiriman cepat!",positif
ok cuma pengiriman kurang cepat. mgkn krn mau lebaran kmrn,positif
alhamdulilah barang telah sampai dengan baik,positif
recomended penjual.barang cpt dikirim.,positif
barang bagus berfugsi dengan baik,positif
ya godya godya godya god,positif
terima ka atas kirimanya. barang sudah kami terima,positif
barang bagus belum dicoba,positif
"terimaka banyak, barang sudah sampai.",positif
"sudah dicoba.oke semua, pelayanan cepat, respon sigap.sip",positif
mantap bos,positif
"pengiriman cepat, quick respon",positif
"barang ok. packing rapi, langsung dicoba, working fine.",positif
distributor pulsa w.adzkareload.info,positif
mata pancing lah,positif
barang mantap pengiriman cepat,positif
"barang sudah sampai, packing rapih, hanya saja paket belum dibuka dan barang belum dicoba, makasi ya senang ",positif
"produk sesuai dengan deskripsi. tapi packing tidak aman dan jasa kurir tidak sesuai permintan,barang sampai jadi lama.",positif
"pesan untuk kedua kalinya yang lama so far so god. barang sesuai, kualitas nya bagus, cepat sampainya. recomended product n penjual. tq",positif
"semoga alah senantiasa memberikan kesuksesan ya, terima ka atas pelayanan terbaik nya",positif
barang bagus gan.kemasandan#34; rapih,positif
bayar langsung diantar langsung dicoba mantap,positif
mantapmantapmantap,positif
barang sesuai pesanan dan kondisi bagus,positif
terima kasih gan udah sampe ya,positif
"penjual fast respond, barang ori ad kartu garansi, pesen pagi sore sampe. ntap",positif
switch hub tapi link 5 port tl-sf105d 10/10mbps network lan internet. complete done,positif
"produk berfungsi dan ma terpakai hari ini, sukses untuk agan ini.",positif
packing kurang aman tapi untung barang aman.,positif
top banget,positif
"brng sdg sampai dan sesuai pesanan belum sempat dites.fast respon,ramah dan brng cepat dikirim.tq gan dan tokped",positif
"pengiriman cepat, barang sesuai deskripsi",positif
"ok, produk berfungsi dengan baik",positif
barang sudah diterima dengan baik,positif
"pengiriman cepat, barangnya ok bgt, colok lan sama power langsung jalan gapake setel setel terima kasih min",positif
"sesuai gambar,fast response 1x-x4 jam barang smp di tujuan.",positif
"harga murah, kirim gojek sameday cepat",positif
brng sampai dengan cpt terima kasih y,positif
"terima kasih gan , sampenya cepet , belum di coba",positif
"cepat sampenya, cepat respond penjual, barang kondisi 10%bagus",positif
barang sudah diterima dan berfungsi dengan baik,positif
okokokokokokok okokokokokokok,positif
barang cepat sampai dan sesuai dengan gambar,positif
"pengiriman super cepat, terima ka ",positif
"barang nya cepat sampai, order 1.30 barang diterima 13.30 (instan kurir), barang sesuai spesifikasi, murah dan mudah-mudahan awet.",positif
produk oke. puas,positif
respon cepat sangat. terima kasih,positif
penjual ok punya.,positif
barang sesuai dan cepat pengirimanya,positif
"terima ka bos barangnya sudah diterima, sorey telat ka bintangnya",positif
cepat sampai dan pengiriman rapi,positif
top cepat sampai kualitas ok,positif
"barang sudah sampai semua, thank you",positif
"mantap, berfungsi dengan normal.",positif
bagus murah.,positif
"berfungsi dengan baik, packaging safety, dan cepat sampai",positif
cepat sampai.barang belum dicoba,positif
"terimaka gan, barang oke, kiriman tepat waktu lebih cepat malah. sukses gan",positif
barang bagus sesuai pesanan,positif
"barang cepat sampai, untuk konfigurasi belum dicoba",positif
keren barang sesuai packing rapi cepet juga pengirimanya,positif
switch hub tapi link 5 port tl-sf105d 10/10mbps network lan internet,positif
ok.,positif
produk sesuai dengan yang di inginkan.,positif
pengiriman cepat.kemasan barang bagus,positif
"ini yang nama nya pelayanan cepat, kurang dari 24 jam barang sunda sampe di alamat,. bravo,.",positif
packing rapi dan cepat.hub belum dicoba.insaya alah berfungsi dengan baik,positif
barang bagus recomended,positif
barang pesanan sesuai deskripsi.,positif
everything is god. very recomended. terima kasih,positif
produk bekerja dengan normal,positif
produk nya bagus dan pengiriman sangat cepat,positif
sudah diterima belum di coba,netral
cepat and bagus banget,positif
barangnya bagus sesuai pesanan dan dicoba lampu lednya nyala.cuman pengiriman agak lambat,positif
"tau kenapa gua beri bintang 5? karna pelayanan bagus, langsung sampe barang. gak pake basa basi. recomended penjual. tengkyu.",positif
barang sesuai. dikirim dengan cepat. terima ka ,positif
"produk sesuai, respon cepat, pengiriman tepat",positif
fast service and nice smal switch,positif
"fast response, barang baik",positif
"barang sesuai pesanan, recomended.",positif
sangat cepat responya tanpa basa basi barang sudah dikirimkan,positif
"mantap, semoga awet barangnya.",positif
produk bagus dan pengiriman cepat,positif
"bagus,mudah digunakan",positif
"switch hub tapi-link sudah smp gan, belum sempet di test tapi, terima kasih ya gan",positif
works as advertised terima kasih,positif
"god, barang sudah sampai dengan aman.",positif
mantap sekali barangmlnya cuco cin,positif
okewew,positif
terima kasih gan sesuai deskripsi,positif
barang sudah di test dan lancar jaya. maka banyak sebelmnya gan. pokoknya recomended penjual agan.,positif
"produk berfungsi dengan sangat baik, terima ka ",positif
bagus.terima ka . semoga awet,positif
respon cepat barang sesuai permintan,positif
barangnya mantaps gan,positif
"barang oke, packing aman",positif
terima kasih gan map kelaman baru balik soalnya jadi baru liat barang terima kasih ya,positif
"mantap switchanya, terima ka ",positif
barang nya bagus sesuai dengan kebutuhan. recomended penjual,positif
"barang bagus, harga bagus, recomended ",positif
matab barang dateng tepat waktu,positif
barang sudah diterima respon cepat recomended penjual,positif
cepat sampai. udah dicoba dan lancar jaya. ga usah seting.,positif
"barangnya bagus, sesuai barangnya dengan di gambar, ga ada masalah pas di coba, semoga awet barangnya.",positif
"produk yang diterima sesuai pesanan, recomended penjual, delivery tepat waktu",positif
"terima ka ,barang sudah sampai",positif
"sudah sampe dengan selamat, sangat cepat respon penjulanya, psen rabu sore sampe kamis sore, recomend repenjual. barang jg sesuai expetasi. pkoknya top begete.",positif
"barang sesuai pesanan,pengiriman cepat",positif
ok sampai tepat waktu mantap gan,positif
terima ka .,positif
"fast resp, tapi ga ada rule/catatan sabtu-mingu tidak ada kirim-kirim, jadi baru dikirim senin padahal dipake selasa. packing bagus",positif
"barang bagus,packing rapij",positif
"barang tak terkirim, tapi udah refund kok",negatif
batang ok pokonya sangat menyenangkan semoga aja awet ya gan barangnya,positif
barang sudah sampai gan terimaka ,positif
"sesuai dengan gambar dan deskripsi, super cepat mantap",positif
"recomend banget ini,terima kasih iya",positif
barang sudah sampai sesuai pesanan,positif
"works, penjualnya juga fastrespon",positif
bagus saja krn dah tahu kwalitas tapilink.,positif
barang sudah diterima dengan baik. tapi belum dicoba.,positif
god product. thank you.,positif
sesuai dg gambar dan mudah di aplikasikan,positif
respon yang bagus cepat tangap. pengirimanya cepat thank you. semoga alatnya bisa awet. dan maka juga untuk kejujuranya walaupun cuma seribu tapi dikembalikan. recomended banget,positif
belum d coba.,netral
barang sesuai pesanan tapi packing kurang rapi.,positif
respond penjual cepat sekali. barang jadiny cepat sampai. kualitas barang bagus dan sesuai ekspektasi. terimaka ,positif
produk sudah diterima produk ok,positif
oke sesuai dan pengirman cepat tepat,positif
"barang sesuai pesanan, packing rapih",positif
terima kasih gan barang dah sampe.,positif
biar bintang berbicara.,positif
"packing rapi dan pengiriman cepat ,rekomed penjual",positif
barang sudah di terima dengan baik. sukses terus gan,positif
okokokokokokokokokokokokokokokok,positif
barang nympe dengan cepat dan produk sesuai dengan spek yang di gambar. terima ka ,positif
mantap barang sudah sampai gan,positif
bintang yang berbicara dan best penjual,positif
response very god. very quick delivery only 2 hours arived.,positif
produk ok sesuai pengiriman cepat rks.gan,positif
bagus.,positif
bagus barangnya sesuai deskripsi,positif
terima kasih.,positif
barang ok.harga ok.terima kasih gan,positif
respon cepat barang ok,positif
respon cepat recomemded penjual,positif
barang oke semua bos.trims,positif
terima ka barang sudah kami terima,positif
barang sesuai gambar dan cepat sampai,positif
"sesuai deskripsi, maf telat ka ulasan. tks penjual n tokopedia",positif
"sesuai pesanan, recomended penjual",positif
"barang sesuai deskripsi, fast shiping, harga murah. recomended store!",positif
"cepat sekali pengirimanya, maf baru bs ka review produk. semoga awet barangnya ",positif
belum di coba. tapi semoga bagus,positif
"terimaka barang sesuai pesanan, packing sangat rapi dan proses sangat cepat",positif
"pelayanan nya ramah, barangnya sesuai, recomended penjual",positif
"mantap. murah, gampang dipasang dan mantap gankotak. cocok untuk ane yang pake beberapa ctv ip camera.",positif
barang sudah mendarat.dan berfungsi dengan baik.kualitas sesuai harga.tx gan dh bantuin kerjan urgent ane.,positif
ertyanghjkmnbvfdsd,positif
barang bagus sesuai dengan gambar,positif
"mantap juragan satu ini, selain harga murah juga pengiriman cepat",positif
gak perlu ragu utk order barang dipenjual ini.,positif
mantap recomended,positif
baik dan packing bagus,positif
layanan cepat barang sesuai.,positif
"ntaps, gak sampe 1 jam barang langsung dikirim , puas . sukses terus gan .",positif
"harga ok, produk ok, puas",positif
sesuai dengan pesanan dan cepat sampai,positif
"packaging rapih, barang berfungsi dengan baik",positif
barang bagus dan sesuai deskripsi,positif
"proses cepat, switch hub nya sangat mudah untuk digunakan dan berfungsi dengan baik.",positif
pesanan cepat sampai.terimaka !,positif
"barang mantap, recomended penjual",positif
kemasan produk menarik dan produknya sendiri juga punya fungsi yang ringkas dan terlihat mewah. harga gk bikin kantong kering kualitas gak bikin pusing.,positif
mantap producknya. semoga awet.,positif
pesanan diterima sesuai deskripsi,positif
recomended dan pengiriman baik,positif
"barang oke, pengiriman oke",positif
barang sudah sampai dan berjalan sesuai yang dinginkan,positif
barang cepat sampai.,positif
maf baru nga review. barang berfungsi dengan baik terimka ,positif
"unit belum ditest semoga baik, respon dan pengiriman baik dan cepat, packaging rapih dan aman. terimaka gan",positif
barang sesuai deskripsi. terima kasih ya!,positif
"barang bagus, dikirim super cepat, kurang dari 2 jam sudah diterima. terima ka ",positif
barang sudah diterima dengan baik dan benar. terimaka ,positif
barang sesuai pesanan,positif
"barang sesuai , berfungsi dengan baik pertahankan pelayananya",positif
pesanan sudah diterima. barang sesuai deskripsi. pengiriman cepat. respon penjual.ok lah. pas dicoba.ok. terima ka gan,positif
sesuai pesanan.packing rapi.trims,positif
pengiriman cepat dan sesuai yang ditawarkan,positif
terimakash. barang diterima dengan baik,positif
bagus. terimaka .,positif
respon cepat dan barang juga cepat sampai.terima ka ,positif
produk tingal plug and play,positif
barang berfungsi dengan baik,positif
respon sangat cepat dan barang memuaskan,positif
barang bagus pengiriman cepat,positif
"paket sudah sampai sesuai dengan pesanan dan berfungsi dengan baik recomended dah pokoknya, terima ka gan",positif
"produk sesuai lapak,sudah di test dan berfungsi dengan semestinya.mantap",positif
top markotop,positif
"terima kasih bos, barang sesuai pesanan",positif
"pengiriman cepat,barang seduai deskripsi",positif
semoga bermanfat dan berkah,positif
kualitas bgs pengiriman cepat,positif
keren cepet pelayananya,positif
"nice srvices, thank u very much.",positif
barang bagus. resposif,positif
baik.berfungsi dengan normal,positif
"barang sesuai pesanan, pengiriman cepat sampai",positif
"bentuknya kecil mdh-mdhan sesuai harapan,",positif
sesuai dengan pesanan,positif
barang sudah sampai gan dan sudah ditest bagus terima kasih,positif
tq.,positif
"maf baru ka ulasan neh gan.barang sesuai pesanan,datangnya jg cepet banget.pokok nya sep dah!.",positif
baramg sudah sampai dan rapi tapi belum coba smg awet,positif
bagus dan murah sped okay,positif
"respon cepat, kiriman cpt sampai. memuaskan",positif
mantap barang sesuai pesanan,positif
"barang bagus, berfungsi dengan baik, mudah digunakan",positif
"packing baik, barang aman",positif
barang sudah diterima dengan baik. terima ka ,positif
terimaka .,positif
fast respon. barang sudah di trima dengan baik sesuai gmbr. next kita psti order lgi.,positif
harga bersahabat dan kualitas barang baik. terima kasih,positif
barang sesuai spec dan delivery cepat.,positif
"respon dan pengiriman cepat, sore pesan malem langsung dikirim besok siangnya sudah sampai. packing rapi, kualitas barang juga oke. recomended penjual",positif
mantap respon cepat t e r i m a k a s i h,positif
barang sudah sampai terimaka ,positif
"mantap, berfungsi dengan baik",positif
bgs uhu,positif
barang sudah saya terima ya gan.,positif
respon cepat dan packaging rapih recomended,positif
mantap,positif
pengiriman cepat. kemasan baik,positif
barang sudah sampai sesuai pesanan,positif
"barang sesuai deskripsi, pelayanan ok, packing rapi",positif
"barang sudah diterima dalam waktu 10 jam, mantap !",positif
barang sudah kami terima dengan baik. terima ka gan,positif
mudah mudahan bagus soalnya belum di coba,positif
"packaging aman, respon cepat",positif
secara keseluruhan puas. packing rapi,positif
bagus. pengiriman juga cepat,positif
terima kasih u barang sudah di terima,positif
"sudah terima switch nya. pengiriman cepat. bekerja dengan baik. cuma, saya kira bisa utk 5 lan outapiut. ternyata 1 port nya utk input. sisa 4 port utk outapiut. tapi gak terlalu masalah. recomended penjual.",positif
barang sesuai deskripsi. berfungsi dengan baik. respon penjual cepat. terima ka ,positif
fast response. barang sudah diterima,positif
"barang sudah terima, terima kasih",positif
"bagus,sayag terkendala di kurir nya",positif
"barang sampai dengan selamat, sukses terus gan",positif
"barang cepet bgt nyampenya, sesuai deskripsi juga! top!",positif
"barang sudah sampai, respon cepat, sesuai gambar, terima kasih",positif
"barang sesuai deskripsi, respon cepat.",positif
"barang sudah sampai, bagus barangnya. respon cepet dari penjual. recomend penjual. terima ka ",positif
mantap.terima ka ,positif
"respon cepat, packaging rapi, dan pengirimanya juga cepat. terima ka ",positif
"barangnya sudah ane terima gan,maf baru ksh ulasan. penjual ramah dan fast respon. produknya belum ane coba semoga berfungsi dg baik ya. terima kasih gan sukses terus usahanya.",positif
terimaka udah sampai,positif
"barang sesuai pesanan, pelayanan cepat, terima kasih",positif
terima kasih gan.,positif
barang bagus n sesuai deskripsi,positif
barang sesuai pengiriman cepat,positif
"sesuai, terima ka ,",positif
god lah cepat nyampek nya,positif
"barang sesuai dengan deskripsi dan dikirim cepat, tapi belum dicoba, semoga tidak bermasalah. terima ka .",positif
tenks gan barang nyampe,positif
"barang sesuai order, respon penjual ramah ,pengiriman cepat. recomend penjual",positif
barang sesuai dan bagus,positif
mantap dan cepat gan,positif
"tq barang sudah sampai,",positif
bagus dan cepat.,positif
done ya gan.,positif
mantaps. barang sesuai deskripsi.,positif
"barang mantap, packing maknyus, fungsi best. 5 untukmu",positif
cepat ramah langsung nyampe dan bisa dipakai,positif
berfungsi baik dan komunikasinya mudah.,positif
alhamdulilah barang langsung sampai dengan cepat. tapi belum saya coba,positif
produk sudah diterima dan sesuai dengan pesanan. terima kasih gan,positif
"produk belom dicoba, tetapi nyala. semoga aja awet",positif
bagus sesuai foto.m.m,positif
"packing rapi, kualitas oke barang nympe cepet",positif
barangnya brfungsi dengan baik,positif
ok. nothing to complaint. puas senang ,positif
bagus. terima kasih.,positif
terima kasih ya udah sampe gan barang nya,positif
barangnya tiba dengan selamat. respon cepat. terima kasih,positif
"berasa beli langsung. abis byr lsg proses, kirim dan sampe dengan selamat. terima ka banyak",positif
"barang bagus, pengiriman cepat sekali",positif
barang oke. langsung pasang ga bermasalah. respon penjual cepat. pokoknya mantaps rekomen,positif
bagus,positif
barang sesuai pesanan.kemasan bagus,positif
barang sudah diterima dan berfungsi dengan baik.,positif
deskripsi produk akurat dan delivery cepat (1hr).,positif
biar bintang yang berbicara ya gan. terima kasih,positif
"barang sudah di terima dan sesuai pesanan, terimaka ",positif
respon penjual dan kiriman cepat. belum dites moga lancar. maka ,positif
"respond cepat, sip",positif
biar bintang berbicara.,positif
barang di terima sesuai . pesenan . kemasan rapi,positif
"mungil, handal dan tanpa konfigurasi",positif
belum saya tes.,positif
respon dan pengiriman cepat,positif
bintang saja yang berbicara,positif
biar bintang yang berbicara,positif
"barang sudah sampai, tapi belum sempet coba, semoga lancar dan ok.",positif
"barang uda d trima,packing rapi,sesuai pesanan,belum d coba mantap.",positif
si[p,positif
"terima ka , switchanya sudah diterima. tapi belum dites.",positif
terima ka . .,positif
"barsng nya sesuai, bagus ni pembelinya juga pengirimanya oke",positif
barng bagus . berjalan lancar mudah-mudahan awet.,positif
terima ka packingan rapi,positif
"respon cepat, barang baru, sesuai dan bekerja dengan baik. terima kasih",positif
fast response.,positif
size doesnt mater dan berfungsi dengan baik,positif
bagus.,positif
sudah diterima.cepat dan sesuai.,positif
barang cepat sampai. packaging bagus. responsif. terima kasih.,positif
terimaka barang sudah sampai,positif
sangat memuaskan pengiriman barang cepat,positif
"barang sesuai pesanan, proses lama",netral
paket sudah nyampe. packing bagus dan response cepat. semoga awet,positif
mantapb cakepo dh sampai,positif
"sudah dites bekerja dengan baik, kualitas plastik bagus dan finishing rapih.",positif
"barang sudah sampai berfungsi dengan baik, cuma kurir grabnya rada oneng, dibilang alamat tidak ada/penerima tidak ada, padahal dihari yang sama saya mesan grab lainya dan gak ada masalah, terima kasih",positif
"psanan sudah diterima dengan baik, terima ka ",positif
"hasil maksimal,barang cepet sampai,dan no fake.",positif
"sesuai deskripsi di lapak . cuma yang jadi permasalahanya . dilapak tertulis garansi resmi tapi-link 1 tahun, tapi kenapa di produk tidak ada segel garansinya, baik dari tapi-link maupun dari pihak penjual . jika rusak harus kalauaim kemana? .",netral
"mantap sangat, barang oke kwalitas oke god job bro",positif
terima kasih bos. .,positif
barang bagus sesuai terimaka ,positif
"produk sesuai dan pelayanan cepat, terimaka ",positif
bagus,positif
cepet bener nyampenya. packing rapi,positif
"respon kilat, pengiriman kilat, pokoknya semua serba kilat lah. maka agan yang baik hati cetar membahana badai catharina angin topan puting beliung gempa bumi tsunami, anda luar biasa!",positif
bagus,positif
sesuai ekspektasi. tidak mengecewakan,positif
maka . barang diterima dengan baik,positif
respon cepat. pengiriman cepat. barang sesuai pesanan,positif
terima kasih penjual.,positif
maka barang dahsampe,positif
langsung pakai.,positif
sip respon oke dan pengiriman cepat .sukses slalu gan,positif
"respon cepat, friendly",positif
produk bagus dan service top notch. recomended penjual.,positif
"respon cepat, barang bagus, sukses terus",positif
god,positif
terimakash produk nya bagus dan respon cepat,positif
"respond cepat, pengiriman cepat dan package ok",positif
mantap respon nya. pertahankan gan.,positif
harga bersaing . pelayanan bagus,positif
"pengirinan cepat,barang fungsi sempurna.terima kasih gan, sory telat testinya",positif
untuk respon cepat juga.juga,positif
"terima ka barang sesuai deskripsi, senang ",positif
"order hari ini dikirim hari ini kek make gosend/grab padahal beda kota, fast respond! barangnya sesuai digambar. thank you.",positif
"cepet, belum di tes , mantap lah",positif
"respon cepat dan produk baik sesuai deskripsi, tq",positif
sip.,netral
barang sesuai dengan orderan.,positif
barang sudah diterima. trims.,positif
harga terjangkau dan berkualitas,positif
maka barang udah sampai sangat memuaskan,positif
barsng sudah diterima dan sesuai gambar . ok,positif
terimaka barang udh dipake dan semoga awet,positif
terima ka pesenan saya sudah sampai tepat waktu .,positif
cepat sampai dan barang sesuai pesanan,positif
barang sudah diterima. tks bos. tks toped,positif
barang sesuai dengan gambar . overal ok banget,positif
sesuai pesanan.pengiriman cepat,positif
"barang sudah diterima dengan baik, packing rapih pelayanan cepat",positif
"cepat mantap soul , barang oke mulus",positif
"barangnya sudah sampai gan, maf review nya agak telat",positif
trims atas pelayananya.,positif
"barang cepat sampai, pakenya gampang tingal colok aja gausah ribet seting sana sini mantap jaya mantap jiwa!",positif
joz sip mntep gan ok,positif
"maf gan baru tulis ulasan,baru plng k rumah,terima ka ya",netral
barang udah sampai terima ka ,positif
barang mendarat dengan selamat. packing rapih. recomend .,positif
"responsif, barang dalam kondisi baik, pengiriman cepat diproses",positif
barang sudah diterima dengan baik tapi belum di coba pemakaian nya,positif
"barang sudah diterima sesuai pesanan, terima ka ",positif
terima kasih barang udah sampe.respon cepat.barang oke.sukses gan,positif
mk h barang sudah sampai,positif
thank you . nextime order ,positif
biarkan bintang berbicara.packing rapih.tq,positif
biar bintang berbicara,positif
ni bli yang k-k x. barang bagus sablonan okraiy cuma sayang warnadan#39;y gk komplit. tapi puas si,positif
sudah diterima.terimaka ya,positif
mantap proses cepat dan akurat semoga makin sukses amin,positif
"ukuran dan warna sesuai yang diminta, pengiriman cepat, bahan nyaman dipakai",positif
"terima kasih, barangnya sudah nyampe.",positif
"pengiriman sangat baik,produk sangat baik ",positif
"bagus sesuai gambar, dibungkus rapi dan pengiriman cepat",positif
"kualitas paten, harga murah, pengiriman cepat. recom penjual",positif
"pembelian kesekian kali, pengiriman makin cepat dan kualitas tetap terjaga",positif
mantap,positif
produk baik.lentur.semoga baik performa nya.toko juga cepat pelayanan nya,positif
"puas belanja disini, produk sesuai danamp; bagus",positif
"fast respon, barang cepat sampai sesuai pesanan.",positif
"respon penjual sangat baik, pengiriman cepat. barangnya bagus dan bekerja dengan baik. harga juga sangat bersaing!",positif
"barang dah sampe, hanya rj45 lepas/ putus 1 kalauik nya. sehinga kami harus crimping. terima kasih.",positif
mantap.,positif
produk sesuai gambar.cepat respon.,positif
barang sesuai deskripsi,positif
manta pengirimanya cepat packingnya nya juga rapih enak banget liatnya,positif
ok.,positif
sip.,positif
mantap banget gan kualitas nya,positif
barang bagus terima ka pengantaran cepat,positif
barang bagus cepet nyampe,positif
cepat datang dan sesuai spesifikasi,positif
"barang sudah d terima dengan baik, respon penjual cepat. terima kasih update: tidak bs koneks antar router dan leptop, setelah saya coba dengan untuk sndiri kabel lan cat 5 problem solved. ksimpupanya, kabel tidak bs d pakai.",positif
kualitas mengikuti harga,positif
sesuai deskripsi tidak ada masalah,positif
"bagus, cukup memuaskan",positif
barang sudah sampai.cuma kecewa dikit.bungkusan kabel bekas digigit tikus.tapi gp yah namanya juga barang murah.god jobs,netral
sory for late confirm. great!,positif
rekomended . respon dan proses cepat.,positif
pesanan diterima sesuai deskripsi,positif
"sesuai dengan deskripsi, penjual fast respon , nice lah",positif
barang sesuai pesanan,positif
respon sangat cepat dan barang memuaskan,positif
kabelnya lumayan cuman kurang cocok untuk ap outdor,negatif
"god, bagus kualitasnya, rekomendasi",positif
kualitas belum bisa memastikan. krn bru kepasang. tapi akurasi sangat memuaskan krna cepet bgt dan resfonya jg cepat. terimaka juragan.,positif
"panjang, cepat sampai, belum di coba , semoga baik baik saja",positif
terima kasih. semoga awet,positif
pengiriman cepat sampai,positif
penjual merespon dengan baik.,positif
"terima ka , paket sudah diterima dengan baik",positif
bagus. saya puas dengan pelayanan dan barangnya,positif
barang cepat sampai sesuai pesanan mantap,positif
sesuai deskripsi.packing rapi dan sgt recomend.tks,positif
"barang sudah diterima sesuai pesanan, terima ka ",positif
gjhjknmnjm .m.,positif
ini order ke 2.tepat waktu kualitas barang bagus,positif
produk sesuai.respon cepat.,positif
"paket sampe dg aman , belom di test semoga barang baikdan#34; saja . dan saya minta penjelasan soal ongkir",positif
"fast respon, barang cepat sampai sesuai pesanan.",positif
"barang sampai sesuai estimasi, belum sempat buka dan tes. semoga normal dan dapat berfungsi dengan baik semua",positif
produk sesuai deskripsi. sudah di test mantap bekerja dengan baik. pengiriman cepat. recomended penjual,positif
"kabel lan sudah diterima, pengiriman cepat. barang pesan 3, diterima 2 sesuai gambar, 1 kabelnya putih. sudah dicoba bisa digunakan. sukses terus, terima ka .",positif
"respon cepat, barang sesuai pesanan, belum dicoba, semoga awet, recomended penjual",positif
barang + packing mantap,positif
cepat dan tepat sasaran ,positif
belum di test. mudah-mudahan bisa dipake. terimaka .,positif
kualitas cukup ok dengan harga yang murah. penjual sangat cepat merespon dan mengirimkan pesanan. mantap.,positif
"barang sudah diterima dg selamat. pokoknya ga nyesel belanja di agan ini. uda yang kesekian kalinya blanja di mari selalu memuaskan. fast respon bgt dah dan ramah. terima kasih ya gan, sukses terus usahanya.",positif
barang sesuai deskripsi bos ku. terimaka ,netral
"sudah diterima , respon baik . namun belum dites",positif
sudah diterima. aman .,positif
packing rapi dan pengiriman cepat,positif
barang sesuai pesanan,positif
mantap sangat cepat proses nya,positif
"kabel untuk lan sering disconet atau unplaged melulu,",netral
barang sudah diterima dengan baik,positif
berfungsi dengan baik,positif
barang sudah sampai dengan selamat,positif
mantep. pengiriman cepat sesuai yang dijanjikan. siap-siap repeat order.,positif
barang bagus walaupun saya harus ke toko untuk retur tapi overal sukses terus untuk multikomputer,positif
"respon cepat, barang bagus",positif
"barang sampai dengan selamat, sukses terus gan",positif
